Right_KneeIntExt,Right_KneeFlexExt,Right_KneeAbdAdd,Right_Hip_IntExt,Right_Hip_FlexExt,Right_Hip_AbdAdd,Right_AnkleRot,Right_Ankleprog,Right_Ankledors,Left_KneeIntExt,Left_KneeFlexExt,Left_KneeAbdAdd,Left_Hip_IntExt,Left_Hip_FlexExt,Left_Hip_AbdAdd,Left_AnkleRot,Left_Ankleprog,Left_Ankledors
-6.962680143,5.810850428,-11.19718486,6.757676853,-16.1635445,-6.994955458,129.7644439,74.55626291,-10.18064027,27.92057504,-53.1476828,-50.07581317,14.95998891,-0.222309644,-12.64354983,56.41377962,11.6005073,17.57075929
-6.910925465,5.751616716,-11.18408454,6.740385818,-16.14576954,-6.889678695,129.6343374,74.44442253,-10.08006898,27.61217049,-52.52320526,-50.15208473,15.006773,-0.293303325,-12.52660449,56.40214775,11.62219344,17.23425813
-6.860460943,5.693201866,-11.16766944,6.723688486,-16.1388695,-6.780767903,129.4988887,74.3387039,-9.966223782,27.3026037,-51.88724693,-50.22522596,15.0506834,-0.377262682,-12.4032112,56.39352693,11.64842421,16.90323607
-6.810613368,5.635514922,-11.14881142,6.699478929,-16.13975898,-6.670524823,129.3600769,74.23799283,-9.838616905,26.98603492,-51.2443932,-50.29979378,15.08498886,-0.470235917,-12.2767501,56.39167094,11.69179979,16.57589766
-6.760460237,5.577430362,-11.12830691,6.673624628,-16.14915705,-6.558589189,129.219482,74.14357364,-9.696025171,26.66356789,-50.59250658,-50.37504097,15.11426829,-0.574892242,-12.14793652,56.38967684,11.74485325,16.25469201
-6.711639341,5.521478931,-11.10749308,6.642430923,-16.16951474,-6.446293569,129.0791525,74.05461283,-9.538310644,26.34133413,-49.93378783,-50.44850788,15.1321147,-0.689909341,-12.0170304,56.38279454,11.80266633,15.94363405
-6.663663599,5.464836181,-11.08560063,6.601070338,-16.19718504,-6.337983584,128.9410945,73.96839872,-9.367910565,26.00917147,-49.26566864,-50.52567685,15.1396747,-0.814722427,-11.8879552,56.36871563,11.87286645,15.6419539
-6.617128683,5.409047257,-11.06490526,6.554536759,-16.23389827,-6.231580453,128.8040289,73.88696917,-9.184197799,25.67326107,-48.5887441,-50.59941396,15.13354895,-0.94780695,-11.76168496,56.33870208,11.94461418,15.35644455
-6.572518676,5.353284275,-11.04566733,6.495095622,-16.27314828,-6.129460053,128.6694398,73.81019606,-8.988712572,25.32699605,-47.89367118,-50.67243336,15.11346247,-1.085563903,-11.63676899,56.29168329,12.01315845,15.08653977
-6.533417435,5.297894182,-11.02847008,6.432720936,-16.31787745,-6.030745316,128.5373636,73.73907826,-8.781787415,24.96083755,-47.18950505,-50.74699733,15.08132781,-1.224975851,-11.51695515,56.22832719,12.08989251,14.82490958
-6.49441981,5.244249901,-11.01439017,6.358510786,-16.36632221,-5.937971,128.4084592,73.67406429,-8.561521052,24.58765881,-46.47952671,-50.81316746,15.0280119,-1.36386479,-11.40436975,56.15281765,12.16520157,14.5778793
-6.458561443,5.190465044,-11.00254152,6.273682806,-16.41570117,-5.850928184,128.2821273,73.61504929,-8.329570293,24.20711924,-45.76152083,-50.87400113,14.95827669,-1.503732352,-11.29730521,56.06843562,12.24211629,14.34586445
-6.428205457,5.138475682,-10.99483205,6.189308678,-16.46672229,-5.766886157,128.1562372,73.56242783,-8.086398923,23.82782155,-45.03632963,-50.92599227,14.87624469,-1.643382104,-11.19626104,55.97410814,12.31902229,14.13186289
-6.399542959,5.085334696,-10.99061279,6.097138922,-16.51399574,-5.688862264,128.0307249,73.51762448,-7.833172932,23.44547959,-44.29489808,-50.9701569,14.78369282,-1.780840182,-11.10233353,55.87622574,12.39169244,13.93800565
-6.372708596,5.032406926,-10.99029035,6.00273012,-16.5625613,-5.612272352,127.9082301,73.48260259,-7.5687375,23.05952682,-43.54733277,-51.00578593,14.68019402,-1.916234679,-11.01393635,55.7774232,12.46971155,13.75828734
-6.347682005,4.979673811,-10.99318181,5.903905057,-16.60707908,-5.538991793,127.7865514,73.45572435,-7.294669711,22.67170607,-42.78917515,-51.03422486,14.56858071,-2.050602123,-10.93180414,55.68271387,12.55222042,13.59564415
-6.323916475,4.924861805,-10.99898907,5.805147943,-16.64696552,-5.468237443,127.6660032,73.4358923,-7.008528554,22.27913,-42.01679006,-51.05582985,14.45205494,-2.18755195,-10.85560477,55.59324581,12.64452766,13.44773422
-6.301261925,4.871050479,-11.00826014,5.7060974,-16.68508466,-5.3982214,127.5455925,73.41992874,-6.712102683,21.87696024,-41.22758297,-51.07468734,14.33277493,-2.326976526,-10.78503583,55.50590465,12.75052583,13.31828561
-6.279299969,4.815606364,-11.0171745,5.604153784,-16.71693201,-5.330048571,127.4236844,73.40752348,-6.409182914,21.47810496,-40.4306844,-51.08645829,14.20788814,-2.460845641,-10.71656358,55.4161432,12.85993639,13.20782079
-6.256171729,4.758391141,-11.02811666,5.501394611,-16.74113609,-5.264485919,127.2978812,73.40584979,-6.098967791,21.05948254,-39.61555735,-51.10070902,14.08303706,-2.593691539,-10.65495536,55.32009862,12.98345522,13.11042481
-6.23741374,4.699037253,-11.04071813,5.402114121,-16.75729064,-5.199570516,127.1701185,73.41220941,-5.779976709,20.63312475,-38.79127664,-51.11003023,13.95666127,-2.721645758,-10.59840388,55.21865425,13.11226114,13.02733517
-6.215738805,4.635735742,-11.05307307,5.300436706,-16.76579076,-5.136753945,127.0366417,73.42708864,-5.453127729,20.19650167,-37.94823328,-51.11559548,13.83479677,-2.850000875,-10.54600943,55.10817271,13.24457452,12.95784214
-6.194560256,4.570858594,-11.06624316,5.199719167,-16.76756319,-5.074920291,126.899611,73.45182228,-5.120427865,19.74556122,-37.09483374,-51.12095565,13.7159963,-2.976492715,-10.49817736,54.9988203,13.38591859,12.89389551
-6.174091137,4.50725792,-11.08081644,5.100056201,-16.76339388,-5.014330371,126.7639806,73.48682169,-4.780912096,19.28956972,-36.23360559,-51.12198393,13.59832773,-3.097474772,-10.45550002,54.88882306,13.53062051,12.83681745
-6.154542806,4.439232317,-11.09628348,5.000707292,-16.74963866,-4.956020769,126.6323612,73.5283508,-4.425904768,18.829331,-35.37161533,-51.12118091,13.48146567,-3.209265454,-10.41653946,54.78272042,13.68571328,12.78262324
-6.132939487,4.370810218,-11.11243935,4.899875878,-16.72740161,-4.89852362,126.5055894,73.57072454,-4.068809229,18.36074258,-34.50033578,-51.1204349,13.36448616,-3.314288742,-10.38065837,54.67726053,13.85252166,12.72983979
-6.109338748,4.299544237,-11.12754471,4.798669855,-16.69580156,-4.842112797,126.3875235,73.6164789,-3.711384768,17.887539,-33.63365546,-51.12034683,13.24757635,-3.404260366,-10.34799605,54.57344387,14.03459398,12.675138
-6.088433197,4.225755714,-11.14356557,4.696374223,-16.65614114,-4.786696389,126.281713,73.66651319,-3.357711558,17.41747862,-32.76730786,-51.11834258,13.12939588,-3.479832029,-10.31680772,54.47162371,14.22341617,12.62600662
-6.064841957,4.151551427,-11.15919467,4.592415495,-16.60796158,-4.732489925,126.1791979,73.72879575,-3.007010212,16.93651283,-31.89391494,-51.11686511,13.01236291,-3.552369056,-10.28725823,54.37654069,14.43510012,12.56965829
-6.045541591,4.072817725,-11.1735683,4.490429151,-16.55209655,-4.679498949,126.0904509,73.80623681,-2.661357235,16.44426213,-31.02935551,-51.11451681,12.89746265,-3.611280826,-10.25888223,54.29049929,14.66609372,12.49940149
-6.022692584,3.991084436,-11.18579582,4.386753453,-16.48946067,-4.629375317,126.003272,73.90574682,-2.321198574,15.96122791,-30.1868087,-51.11001782,12.78233417,-3.659703662,-10.2315129,54.21994762,14.90286133,12.42600996
-6.006211845,3.904790093,-11.19777434,4.289138889,-16.41565917,-4.578932684,125.921518,74.01615496,-1.987494219,15.48501042,-29.36363207,-51.10413956,12.6708295,-3.694433757,-10.20528395,54.16008722,15.15797083,12.34638797
-5.989359598,3.813627978,-11.20833397,4.191279752,-16.33329544,-4.530038497,125.8241239,74.11900635,-1.691552231,15.00974423,-28.54286151,-51.09804599,12.55804484,-3.720796572,-10.17901143,54.09810382,15.42131955,12.26202389
-5.975894611,3.718022923,-11.21851945,4.097826287,-16.24314046,-4.480699507,125.8355279,74.13082856,-1.522778272,14.52291354,-27.72646565,-51.09778326,12.44996904,-3.729917728,-10.1538253,54.03357734,15.69632069,12.17265202
-5.96170548,3.622118477,-11.23019546,4.005159521,-16.1459856,-4.429178246,125.8374827,74.10935456,-1.344330559,14.03540168,-26.90576848,-51.09979428,12.34442179,-3.726721656,-10.12757894,53.95801955,15.9695425,12.08710233
-5.952140062,3.527164644,-11.24355734,3.922711985,-16.04120148,-4.37421435,125.827091,74.08292098,-1.144875131,13.5464806,-26.08630953,-51.10305642,12.24583619,-3.716214657,-10.10028213,53.87558666,16.2504966,11.99875209
-5.939868449,3.427597518,-11.2564046,3.842607461,-15.92878965,-4.319289985,125.7490541,74.0855858,-0.866610282,13.06172886,-25.27729363,-51.10853033,12.15682707,-3.69691096,-10.07090927,53.78164867,16.54615951,11.90412502
-5.931544408,3.325602247,-11.27294045,3.768981723,-15.80955001,-4.260862106,125.4460418,73.844498,-0.432358596,12.56155695,-24.45780509,-51.11873996,12.07578205,-3.671343794,-10.04032541,53.67207499,16.84752482,11.81024556
-5.928243984,3.221662799,-11.29149154,3.70689374,-15.68651635,-4.197623384,125.2242538,73.45188372,-0.112530705,12.06461463,-23.64287239,-51.12701003,12.00532626,-3.642187823,-10.00846635,53.56605084,17.15250168,11.71941271
-5.928108256,3.116471494,-11.31278,3.64764155,-15.55918711,-4.132030663,125.1126171,73.14908071,-0.061934787,11.55412009,-22.81201536,-51.13197721,11.93712397,-3.609416363,-9.975737457,53.45835535,17.46063069,11.6242381
-5.929323786,3.006831215,-11.33729115,3.595855427,-15.42920552,-4.061911792,124.9461941,72.95356564,-0.218047161,11.03564056,-21.98275126,-51.13761379,11.88048334,-3.574078569,-9.943377255,53.37218821,17.75872286,11.53738087
-5.929167762,2.896511329,-11.36349262,3.548261702,-15.2956176,-3.988861496,124.7541207,72.87048878,-0.474784712,10.50623421,-21.13930466,-51.14105916,11.83493156,-3.535275455,-9.911050132,53.27597782,18.06252274,11.45038121
-5.93367992,2.782693772,-11.39183664,3.505487572,-15.15878329,-3.913033001,124.6152179,72.91482454,-0.751789055,9.976878735,-20.30216924,-51.1411393,11.79145508,-3.49267232,-9.8804631,53.18073904,18.38080664,11.35398878
-5.935824391,2.669480157,-11.42214369,3.468655167,-15.01690924,-3.834653239,124.5270231,73.09523303,-0.978160928,9.437784692,-19.45356959,-51.13784971,11.75661947,-3.445537877,-9.850926725,53.08314115,18.70703719,11.24834119
-5.939209218,2.554339649,-11.45346934,3.433282255,-14.87010895,-3.75497703,124.4579382,73.39182871,-1.094903364,8.891766869,-18.60461468,-51.13597944,11.72899334,-3.394066223,-9.821154457,52.9981626,19.03389447,11.13688674
-5.944883171,2.437118196,-11.4882276,3.406300057,-14.7179288,-3.670530958,124.3564295,73.79128643,-1.055826342,8.341776721,-17.74901624,-51.13084242,11.71101047,-3.340545051,-9.789448219,52.91183693,19.34505708,11.0219542
-5.945412461,2.313856112,-11.52210512,3.382229846,-14.55967167,-3.585233777,124.1956683,74.25245302,-0.81103952,7.790569172,-16.8899455,-51.12231334,11.69745825,-3.28397993,-9.756635686,52.82274021,19.64701955,10.89823945
-5.947796287,2.187341336,-11.56034063,3.364213567,-14.39561359,-3.497643125,124.0337332,74.68329848,-0.340928947,7.23945022,-16.02837523,-51.10877767,11.68952545,-3.224365568,-9.72369872,52.72954478,19.9495785,10.76266344
-5.951475169,2.054477817,-11.59951366,3.349013139,-14.22602818,-3.40660892,123.8926037,74.98740713,0.306791913,6.678500455,-15.16285965,-51.0946539,11.68745189,-3.162880228,-9.686661138,52.63465839,20.26128111,10.61057754
-5.952708809,1.916704897,-11.63869049,3.339019019,-14.05255724,-3.312909145,123.7965573,75.08217914,1.059806742,6.105776438,-14.28882785,-51.07359402,11.69423329,-3.099724883,-9.646876772,52.53301664,20.57838466,10.43898993
-5.950464983,1.776021668,-11.67965441,3.326857151,-13.87579341,-3.217780458,123.7183047,75.01594356,1.83705998,5.537556846,-13.41120642,-51.04711035,11.70061991,-3.034292281,-9.604269004,52.42730044,20.89134922,10.26113518
-5.945545688,1.628120829,-11.72146109,3.315731038,-13.69246687,-3.121096479,123.5903692,74.91028602,2.629468729,4.96723525,-12.53672174,-51.01841277,11.71144103,-2.96627334,-9.558878048,52.32286632,21.21989631,10.06646481
-5.939042746,1.471504422,-11.76253765,3.30703132,-13.50289734,-3.022862267,123.4442274,74.90320609,3.563827104,4.400036209,-11.66409883,-50.984811,11.7245894,-2.896794674,-9.509763347,52.21677312,21.55293966,9.859769001
-5.93270767,1.305324347,-11.8042859,3.299420607,-13.30818903,-2.922950536,123.3422001,75.00707724,4.58348116,3.842089328,-10.79749187,-50.94414209,11.73858936,-2.826966572,-9.457838212,52.11574908,21.88104623,9.648513219
-5.923931229,1.13260148,-11.84694147,3.288969095,-13.10525044,-2.822661374,123.2785467,75.29478327,5.684304798,3.287661302,-9.935455259,-50.8978255,11.7477572,-2.754557937,-9.404157529,52.01037872,22.21490482,9.425437729
-5.916429415,0.952052708,-11.89142663,3.279147835,-12.89546636,-2.720075118,123.2282261,75.72987345,6.790198188,2.735769487,-9.071032706,-50.8451438,11.75846397,-2.681014299,-9.348442765,51.90317185,22.54194127,9.201211229
-5.908768249,0.769388479,-11.93800149,3.264589486,-12.6781168,-2.616865966,123.2038202,76.09717389,7.770196908,2.182395402,-8.206974469,-50.78526976,11.76432597,-2.606536798,-9.291785932,51.79194259,22.87160698,8.966217073
-5.899060655,0.574557324,-11.98549468,3.24650958,-12.45099274,-2.513234673,123.2354864,76.29882848,8.513140502,1.625775377,-7.338342152,-50.7173407,11.76647633,-2.529419792,-9.235120934,51.67625877,23.19198177,8.729188915
-5.894774667,0.368665337,-12.03595039,3.225270581,-12.21358011,-2.409000553,123.3262725,76.39732751,9.032819741,1.073006881,-6.472999234,-50.63920968,11.76429311,-2.45112344,-9.179858558,51.55464521,23.50648881,8.485310826
-5.889666605,0.155719109,-12.08911663,3.199955957,-11.96652361,-2.30429951,123.4414519,76.47495435,9.45353125,0.528403264,-5.612075351,-50.5490075,11.75634067,-2.372746232,-9.125345567,51.43191285,23.80727335,8.238767856
-5.884168367,-0.073610845,-12.14679608,3.172494984,-11.70770249,-2.196448753,123.5292271,76.54844314,9.8898319,-0.008759443,-4.756307485,-50.4487711,11.74583091,-2.293604853,-9.070925636,51.31146093,24.09408833,7.992050546
-5.877313912,-0.315970361,-12.20798597,3.141812477,-11.44205227,-2.087485798,123.602521,76.60439447,10.3775601,-0.540009379,-3.90490987,-50.33708651,11.73019404,-2.217769788,-9.018189056,51.18787231,24.37601773,7.738330989
-5.870628215,-0.572871557,-12.27346117,3.110854282,-11.16417894,-1.975966251,123.6938475,76.65091532,10.91152835,-1.070180918,-3.054163685,-50.21647919,11.71243893,-2.143308128,-8.96638475,51.06036509,24.65684585,7.47636226
-5.860773628,-0.849840573,-12.34204205,3.07755423,-10.87443092,-1.861623628,123.7908035,76.68526969,11.49039048,-1.604783131,-2.20244951,-50.08625122,11.69116041,-2.07054887,-8.915852293,50.92764612,24.93748312,7.205814313
-5.845812227,-1.149902159,-12.4122759,3.041484071,-10.56981204,-1.747127442,123.8879074,76.69465323,12.11054515,-2.136116521,-1.351755739,-49.94221618,11.66478592,-2.000331316,-8.868260084,50.79790661,25.20554149,6.932717029
-5.828977723,-1.468990691,-12.48551862,3.00436931,-10.24708028,-1.631635022,123.9461128,76.68809891,12.76091325,-2.668449642,-0.50014694,-49.78755987,11.63389982,-1.932216099,-8.822911828,50.66362778,25.46824671,6.653973814
-5.805110891,-1.821532321,-12.56007627,2.967057651,-9.904191478,-1.513931396,123.9621762,76.69447767,13.44039645,-3.196953337,0.346519343,-49.62236473,11.59784814,-1.865538159,-8.779537496,50.52828752,25.72458424,6.368591613
-5.780993995,-2.206982642,-12.63695493,2.933314488,-9.534425305,-1.394480814,123.9545652,76.73501026,14.09501778,-3.7221046,1.190223605,-49.44826188,11.5598231,-1.800934921,-8.738163865,50.39039372,25.97184329,6.082830932
-5.755322042,-2.625856218,-12.71822287,2.899794238,-9.136799146,-1.272924236,123.904167,76.8095306,14.69615219,-4.240175819,2.028538002,-49.2634772,11.51503459,-1.737776308,-8.701403779,50.25087119,26.21196814,5.793974846
-5.730048889,-3.06478968,-12.81057103,2.865026293,-8.714572484,-1.143243471,123.8148149,76.90401475,15.23466594,-4.758552022,2.86531805,-49.06968914,11.46657369,-1.674685724,-8.667570328,50.10604614,26.44448914,5.502786454
-5.70472163,-3.520400429,-12.9161549,2.830321348,-8.27207447,-1.001121621,123.6944873,77.01089154,15.71337946,-5.273800348,3.697226788,-48.86802164,11.41458658,-1.609538427,-8.636494895,49.95780204,26.6693384,5.213231192
-5.691120638,-3.97291667,-13.03889236,2.797291885,-7.827378213,-0.844792443,123.4747576,77.15700714,16.13189895,-5.776461881,4.515843114,-48.65844943,11.35322337,-1.541283101,-8.608179305,49.8035197,26.88714348,4.923809539
-5.694795433,-4.402631239,-13.17108001,2.773886494,-7.399301933,-0.675150996,123.1684297,77.28430764,16.43010138,-6.278448048,5.328643652,-48.44230145,11.29189129,-1.469215504,-8.579785836,49.63866184,27.10109606,4.630177994
-5.71033816,-4.798580105,-13.31992188,2.756351272,-7.00090045,-0.492031982,122.8547885,77.40332436,16.70107452,-6.772121235,6.130577741,-48.21800496,11.22357588,-1.390987477,-8.555167983,49.46865601,27.30675249,4.338155153
-5.736204149,-5.155083747,-13.4898286,2.746227602,-6.6392421,-0.290671451,122.5532206,77.51899161,16.96450878,-7.263635545,6.926957085,-47.9820959,11.15270513,-1.308398924,-8.533704821,49.28789941,27.50480361,4.041306147
-5.765760693,-5.474698974,-13.68163548,2.741599079,-6.305910629,-0.07087882,122.2656667,77.64782157,17.20626167,-7.74928448,7.714068751,-47.73570894,11.08162618,-1.219942812,-8.518231802,49.10375715,27.69388705,3.746093448
-5.798853767,-5.778957847,-13.89025982,2.741207349,-5.983918584,0.161713658,122.0031806,77.79961313,17.4303781,-8.226987898,8.490130638,-47.47872681,11.00788642,-1.126051842,-8.50832666,48.91556957,27.87444263,3.452028579
-5.840351168,-6.075062605,-14.11012928,2.74818314,-5.668824406,0.401337112,121.7723409,77.96024128,17.62096476,-8.695459812,9.257978704,-47.20854372,10.9338002,-1.028047189,-8.506008696,48.7131742,28.04352241,3.159837344
-5.89236697,-6.361066033,-14.33590786,2.768316365,-5.358668396,0.642671472,121.5676687,78.11605531,17.79618416,-9.15620746,10.01717343,-46.9259291,10.85531885,-0.924361927,-8.50923658,48.50418736,28.20614994,2.86323062
-5.963690734,-6.643916993,-14.56149607,2.807118073,-5.051126405,0.876916473,121.3998272,78.26433281,17.93764103,-9.611996845,10.77321199,-46.6302902,10.77706181,-0.817395152,-8.518370991,48.28410489,28.35853669,2.565748546
-6.05959129,-6.910382219,-14.77976934,2.871988141,-4.746986084,1.097152122,121.267413,78.40187864,18.0322942,-10.055812,11.5183416,-46.32273624,10.69601625,-0.707586829,-8.533023565,48.06030347,28.50351262,2.263912375
-6.179303313,-7.172017234,-14.98814228,2.956860348,-4.447135078,1.300087927,121.1780533,78.51367586,18.09494273,-10.49145834,12.25713782,-46.00210047,10.61230186,-0.594127421,-8.553137433,47.83280963,28.64236051,1.956660608
-6.306934954,-7.427603737,-15.18653138,3.055109955,-4.151195467,1.483532283,121.1340479,78.61457569,18.14136444,-10.92053161,12.99041511,-45.6668429,10.52974101,-0.476733708,-8.581925951,47.5988177,28.77423252,1.644482564
-6.45135261,-7.664907777,-15.37491038,3.171942689,-3.869364844,1.65095653,121.143242,78.70793602,18.17849168,-11.33678591,13.71282128,-45.32012806,10.44452083,-0.359744529,-8.615209838,47.36282052,28.90122993,1.325970072
-6.599648576,-7.897702799,-15.55148107,3.292669689,-3.595514717,1.80088222,121.1766361,78.78907493,18.20110404,-11.74402,14.43027079,-44.95976854,10.362087,-0.246229171,-8.653549423,47.12125856,29.02314247,0.999015233
-6.744789288,-8.129852316,-15.72052585,3.409055982,-3.326101077,1.93895833,121.2347537,78.84946679,18.21606042,-12.1418432,15.14058118,-44.59191023,10.28066509,-0.132484661,-8.694631076,46.88125966,29.13953017,0.671568894
-6.876597993,-8.364824893,-15.88204031,3.518568382,-3.058159636,2.066401013,121.3251585,78.89101558,18.22593151,-12.52527461,15.84196057,-44.21818519,10.19856438,-0.02285224,-8.738946107,46.64232409,29.25570761,0.341513355
-6.990555267,-8.619688776,-16.03578363,3.612583961,-2.780689888,2.182806273,121.4302151,78.92330283,18.23702937,-12.89898147,16.5382634,-43.84540083,10.1142663,0.084682296,-8.779974219,46.40224283,29.37159666,0.006633513
-7.076794314,-8.89976981,-16.17813112,3.689707826,-2.488697436,2.286504314,121.5478556,78.94405515,18.2505217,-13.25594978,17.22672699,-43.47136155,10.02680502,0.184334952,-8.822728131,46.1644237,29.48776298,-0.329147226
-7.13752835,-9.202033958,-16.30885474,3.75398951,-2.185237679,2.379424616,121.6706972,78.96527865,18.28237193,-13.59266371,17.91231084,-43.09766502,9.936375559,0.268525575,-8.864139225,45.92826033,29.60499325,-0.665164462
-7.170785024,-9.539296952,-16.42440941,3.79657005,-1.862198634,2.457621851,121.7905028,78.9942733,18.33161697,-13.8696416,18.63065447,-42.71240025,9.827555552,0.271609905,-8.915543164,45.68962103,29.72286816,-1.004916213
-7.180513773,-9.900905144,-16.52776929,3.828738572,-1.530861626,2.524571784,121.8739751,79.04467574,18.41177216,-14.13694671,19.34780173,-42.3279916,9.725069405,0.261895767,-8.968833496,45.45332541,29.84555935,-1.344787755
-7.17049447,-10.28014792,-16.62805756,3.851195962,-1.192435751,2.587571195,121.9330118,79.10950905,18.49790943,-14.39405197,20.06199895,-41.94545363,9.626244962,0.242437479,-9.022011794,45.21962708,29.97402172,-1.68331117
-7.137397622,-10.68510311,-16.72681522,3.865956878,-0.84684167,2.651077544,121.9116636,79.18362165,18.555608,-14.64576106,20.77707059,-41.56344288,9.535204759,0.211588277,-9.07611828,44.98508415,30.10827881,-2.023982413
-7.088183771,-11.10325605,-16.83123191,3.876852329,-0.49832904,2.721354892,121.8812573,79.25332589,18.59607108,-14.89343636,21.49419379,-41.18367796,9.450601736,0.1721894,-9.130685367,44.75216523,30.25080855,-2.36452488
-7.026661813,-11.53404869,-16.9408179,3.881879618,-0.14843263,2.796680035,121.8527756,79.31783591,18.62141417,-15.1375977,22.20856877,-40.8054963,9.367228042,0.129800677,-9.189187937,44.51791013,30.40565614,-2.708450319
-6.93172535,-11.97442516,-17.05881951,3.875546033,0.192076382,2.887209075,121.8404988,79.38823554,18.66662425,-15.3805349,22.92470116,-40.43273303,9.289344676,0.080946944,-9.248265618,44.28195619,30.57770737,-3.060087627
-6.824629851,-12.36611814,-17.18515576,3.854541352,0.477851444,2.992800515,121.8455619,79.46521932,18.73354176,-15.62143912,23.64035273,-40.06663567,9.209340617,0.027907297,-9.308960306,44.05040957,30.75510367,-3.400776541
-6.70109417,-12.71806525,-17.32681002,3.831104035,0.712461846,3.12032955,121.8967346,79.54831151,18.82906702,-15.86138767,24.3538583,-39.71026811,9.134458905,-0.025251472,-9.369307171,43.81561469,30.94157195,-3.733731311
-6.555334633,-13.0245524,-17.4836515,3.797998804,0.895091195,3.272067723,121.9698142,79.63091846,18.93829856,-16.10371381,25.06560091,-39.36449876,9.062702434,-0.076883491,-9.429223115,43.58163553,31.14069363,-4.062075126
-6.398758571,-13.30344769,-17.65782641,3.762895853,1.048253687,3.444769141,122.079371,79.71181688,19.05445793,-16.35224992,25.77887336,-39.0281129,8.997029423,-0.129061365,-9.4881814,43.3455052,31.35209142,-4.382164981
-6.23184022,-13.5675751,-17.84661603,3.73102569,1.185283995,3.636391462,122.2012254,79.79064352,19.17119523,-16.60278362,26.49098866,-38.70550463,8.939522311,-0.181524769,-9.546363494,43.10353674,31.5803568,-4.695758876
-6.060623154,-13.80866036,-18.05482736,3.70090722,1.295990527,3.850241422,122.3392205,79.86185512,19.28320442,-16.86194073,27.1971806,-38.3978104,8.888489713,-0.225837499,-9.605113301,42.85764614,31.82412414,-4.997833602
-5.880402698,-14.03334563,-18.28282767,3.667817981,1.388491076,4.086513019,122.4708628,79.93386685,19.39279729,-17.13086019,27.89755259,-38.10584412,8.843657193,-0.260627741,-9.662401613,42.60687589,32.08207949,-5.284785915
-5.689516783,-14.24844717,-18.5282453,3.631874758,1.466624239,4.343444803,122.6122,80.00462819,19.49797313,-17.40499401,28.59533021,-37.83060468,8.804631596,-0.289716551,-9.717771644,42.34847041,32.35611285,-5.559815099
-5.484045214,-14.45687958,-18.79170627,3.589895532,1.52741194,4.621574799,122.7436897,80.08145234,19.60293027,-17.69452709,29.29001881,-37.57140143,8.77665801,-0.305839458,-9.771224678,42.0802891,32.64496932,-5.818997588
-5.256182093,-14.66200628,-19.06870537,3.540772408,1.573710902,4.920242951,122.8552614,80.16624353,19.70957416,-17.9883648,29.97940398,-37.32947569,8.756043215,-0.317172888,-9.821931077,41.80708353,32.94762441,-6.060734193
-5.007029304,-14.86743571,-19.3602677,3.479579545,1.607962071,5.236895446,122.9265145,80.2551882,19.79726427,-18.29255064,30.66812239,-37.10385198,8.743514706,-0.320565163,-9.867640117,41.52392497,33.2618539,-6.283791217
-4.735495775,-15.07879794,-19.65897676,3.407301816,1.635081134,5.567441602,122.9936249,80.34299673,19.87535664,-18.60112936,31.35703095,-36.89323867,8.737413828,-0.318288733,-9.910669589,41.23116563,33.58669831,-6.489375291
-4.433893911,-15.29720688,-19.95923041,3.327348269,1.655503912,5.908682069,123.0629619,80.43255809,19.95680639,-18.91731826,32.0494427,-36.6947624,8.744677912,-0.314033967,-9.950072251,40.93033347,33.92119905,-6.675590853
-4.123389009,-15.51613974,-20.264156,3.235658645,1.671750525,6.258725093,123.1444992,80.52283611,20.04280751,-19.23619282,32.7403888,-36.50898613,8.756332133,-0.305365681,-9.98765493,40.61895633,34.26663841,-6.845882515
-3.926905378,-15.97441526,-20.08406721,3.152363424,1.941914026,6.101372961,123.2432019,80.61768416,20.14433398,-19.55637141,33.43185569,-36.33415978,8.776457126,-0.294881382,-10.02163685,40.29984721,34.61757322,-6.996496607
-3.750225604,-16.41726504,-19.90527935,3.082636986,2.208640799,5.9440746,123.3679437,80.70901616,20.26193756,-19.87444724,34.12101016,-36.169468,8.801324988,-0.284110943,-10.05587516,39.96792181,34.97378385,-7.130408423
-3.583986123,-16.85007623,-19.73113774,3.022272396,2.468814872,5.792132043,123.5093721,80.79921374,20.38459663,-20.18642116,34.80336811,-36.01495222,8.827937658,-0.273470829,-10.08749247,39.62559503,35.33366707,-7.249658352
-3.438167159,-17.27626097,-19.56677314,2.966560543,2.725238869,5.646684912,123.6737663,80.87993706,20.49476412,-20.4937669,35.48050431,-35.86450505,8.858917816,-0.263753008,-10.11708354,39.27393026,35.69266094,-7.354031397
-3.298651605,-17.69266072,-19.41123456,2.927501124,2.972392677,5.515162188,123.8512602,80.95971969,20.60727325,-20.80602503,36.15914289,-35.71189587,8.908982672,-0.261881837,-10.13989528,38.91266802,36.05322544,-7.446013835
-3.16788708,-18.10518847,-19.26439506,2.892160033,3.213550752,5.391936941,124.0332606,81.03748089,20.71342375,-21.10057141,36.82263388,-35.5667278,8.953136008,-0.261557048,-10.16194497,38.54760052,36.4096531,-7.522655465
-3.042363211,-18.51793877,-19.12882684,2.866810487,3.448458951,5.275651142,124.2276965,81.11972365,20.81723212,-21.37623596,37.46688243,-35.42881849,8.991999558,-0.261373541,-10.18351014,38.1715857,36.76247593,-7.590731764
